AccountNumber,MasterCustomerDetailsFlag,PrimaryAccountHolderFlag,Title,FirstName,MiddleInitial,LastName,NameSuffix,BusinessName,StreetAddress1,StreetAddress2,StreetAddress3,City,State,ZipCodePre,ZipCodeSuffix,DateOfBirth,DeathDate,PhoneNumber,EmailAddress,SSN,CommunicationPreference,Income,EmployerName,EmploymentDate,MemberStartDate,RelationshipCode,RaddonSegment,County,Region,Branch,CheckingFlag,CDFlag,MoneyMarketFlag,AutoLoanFlag,CreditCardFlag,PLFlag,HELOCFlag,HomeEquityLoanFlag,FirstMortgageFlag,StudentLoanFlag,OnlineBankingFlag,BillPayFlag,DebitCardFlag,NegShareWarning,BankruptcyWarning,DQWarning,BadAddressWarning,BadEmailWarning,ExcessiveFeesWarning,CreditScore1,CreditScoreDate1,CreditScore2,CreditScoreDate2,CreditScore3,CreditScoreDate3,CreditScore4,CreditScoreDate4,ProductAccountNumber,ProductType,Description,MonthlyPayment,DateOpened,Rate,TermType,TermInMonths,OriginalBalance,CurrentBalance,CCLimit,FlexFlag1,FlexFlag2,FlexFlag3,FlexFlag4,FlexFlag5,FlexFlag6,FlexFlag7,FlexFlag8,FlexFlag9,FlexFlag10,FlexChar1,FlexChar2,FlexChar3,FlexChar4,FlexNum1,FlexNum2,FlexNum3,FlexNum4,FlexDate1,FlexDate2,FlexDate3,FlexDate4,FlexMoney1,FlexMoney2,FlexMoney3,FlexMoney4,FlexRate1,FlexRate2,FlexRate3,FlexRate4
100046,1,1,Mr.,August,M,Hoffman,Jr.,Un Mclaughlin,5174 Speciality Rd.,7557 Guy Ave,"P.O. Box 395, 7706 Offices Rd.",Cannock,DE,25406,9589,9/14/1991,9/18/2011,,Corporation@Esq.org,106824828,email,208941,Company Dowse,30,6/26/2007,63,Upscale,Esq,Esq,Main St.,1,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,
100047,1,1,,Kane,J,Harrison,II,Us Mortgage,Ap #523-2675 Corp Ave,Ap #997-8870 Engineering Av.,6119 Hyacinth Av.,Olloy-sur-Viroin,IN,19316,7310,7/17/1985,8/22/2011,,E@D.co.uk,106881065,email,121975,Robert M,46,6/11/2011,87,Credit Driven,Jorgensen,Country,Main St.,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,
100048,1,1,,Logan,N,Pugh,Sr.,Esq Nako,Ap #264-8409 Pyrotronics St.,286-8682 Esq Road,360-4262 Esq Road,Banff,NY,52679,9833,12/29/2020,6/13/2013,,Esq@EsqInterstate.edu,106937302,email,154786,Christiansen David,13,3/12/1989,99,Upscale,Mart,Consulting,Main St.,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,
100049,1,1,Mrs.,Jerome,R,Francis,Sr.,Pro Pest,"P.O. Box 387, 9994 Pepsi Avenue",8705 Varda St.,"P.O. Box 441, 7179 Bodik Road",Warwick,NH,4982,3819,4/19/1958,9/9/2012,,Chamot.Philip@C.ca,106993539,email,225635,California Stat,6,10/21/1993,53,Upscale,Jd,Southern,Main St.,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,
100050,1,1,Mrs.,Eric,E,Serrano,Jr.,Esq Fargo,975-9278 Charles St.,Ap #701-8590 B Rd.,Ap #936-4126 Inc St.,Gaithersburg,NY,69479,3343,11/6/1932,12/2/2011,,Stationers.Inc.E@HouseBoatRentals.edu,107049776,email,182902,Press Clark,2,7/7/1962,90,Upscale,Y,T,Main St.,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,
100051,1,1,Miss,Benedict,K,Rocha,III,Cody Daniel,"P.O. Box 442, 6115 & Avenue",4351 Cola Road,"P.O. Box 691, 4604 Chem St.",Saltcoats,IL,86473,3569,10/5/1969,4/14/2012,,Office.Reed@OfficeReedEngineering.ca,107106013,email,186713,Cntrl Inc,35,5/22/1964,8,Upscale,Inc,Hughes,Main St.,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,1,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,
100052,1,1,Ms.,Sebastian,U,Prince,Sr.,Cpa Davis,Ap #727-2814 Alumn Street,"P.O. Box 212, 6145 Hirt Rd.","P.O. Box 635, 8772 Esq Ave",Baltasound,NM,657,3705,2/24/1994,9/5/2011,,E.Norwalk.Crmc@Travel.edu,107162250,email,205054,Esq Electron,47,12/23/2002,61,Upscale,Nursing,Inc,Main St.,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,
100053,1,1,Miss,Clinton,X,Sears,III,Str Keil,811-386 Studio Rd.,6502 Kokkonen Av.,Ap #621-3978 Esq St.,Ruthin,RI,96845,1889,8/26/1961,8/17/2011,,Jackson.&@OpticalRidleyRidley.org,107218487,email,149204,& I,28,2/10/2012,86,Middle Income Depositor,Ebbeson,C,Main St.,1,1,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,
100054,1,1,Ms.,Kaseem,H,Gilliam,II,Consulting Rascher,2220 Esq St.,106-5287 Co Avenue,250 Inn Street,Southwell,PA,17218,9870,3/11/1975,12/13/2012,,B.Esq@SteritekInc.org,107274724,email,11607,Sorrento Cheese,22,9/27/2000,48,Low Income Depositor,Edward,Inc,Main St.,1,1,0,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0,1,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,
100055,1,1,Mrs.,Hunter,Y,Miller,III,Esq Donut,764-4431 Esq St.,122-2328 Valley Rd.,510-2372 City Street,Canberra,WI,47803,7834,9/26/1986,2/22/2012,,&.Zeronda@BickelDaniel.com,107330961,email,231867,Inc Pepsi,12,12/6/1971,71,Upscale,Metropolitan,Howard,Main St.,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,
100056,1,1,Ms.,Vladimir,A,Mccall,,Fran Arprt,322-9372 Rogers Street,304-2902 D Rd.,3307 Center Ave,Cwmbran,GA,99076,5755,1/20/1957,8/9/2011,,De.Friese.Theo@SEsqCenref.org,107387198,email,229826,Software Pursuits,37,1/23/1957,70,Upscale,Shipp,Abrams,Main St.,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,
100057,1,1,Miss,Lev,K,Bowman,Jr.,Yoshida Gerald,817-6789 Group Avenue,Ap #765-3138 Appraisal Avenue,339-6955 Bennett Street,Overland Park,AK,23123,7459,11/18/1989,7/26/2011,,Inc@DenisJ.org,107443435,email,175800,Nakamura Oyama,37,12/30/1954,82,Upscale,Telephone,Henson,Main St.,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,
100058,1,1,Ms.,Harper,C,Howell,,Tilt Lock,"P.O. Box 432, 1701 Uchner Street",4655 Prosthodontic Road,2184 Academy Av.,Lakewood,UT,28207,5446,11/18/1969,5/13/2012,,Personal@JudithDrozEsq.com,107499672,email,57504,Brownsville Pub,22,6/18/1958,28,Middle Income Depositor,Decker,Systems,Main St.,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,
100059,1,1,Mrs.,Malachi,N,Harding,Sr.,Company Data,Ap #411-8262 Md Rd.,2031 & Avenue,9315 Meyer Rd.,Washington,WI,39287,9061,3/7/1993,11/30/2012,,&.Burke@&HeatingNurses.ca,107555909,email,173501,Frank Siviglia,15,8/8/1954,98,Upscale,Keyes,Williams,Main St.,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,
100060,1,1,Ms.,Kennedy,W,Patton,II,Hardware Co,"P.O. Box 311, 1506 & Ave",301-7815 Esq St.,872-3455 Hamilton St.,East Kilbride,NE,28690,418,12/26/2010,6/20/2012,,Resort.Center@Center.org,107612146,email,43107,S &,24,8/13/2003,35,Fee Driven,Esq,Esq,Main St.,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,1,0,1,1,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,
100061,1,1,Ms.,Jasper,O,Pena,Jr.,Products Ames,"P.O. Box 568, 9430 Inc Ave",8376 Computer St.,498-6849 Penney Ave,Annapolis Royal,OR,54970,6663,10/1/1933,7/27/2012,,E@DanielS.org,107668383,email,221739,Burring Co,20,3/27/2006,31,Upscale,Esq,Andrea,Main St.,0,1,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,
100062,1,1,Miss,Plato,Z,Wilcox,III,Esq Washington,"P.O. Box 722, 963 Jd St.",Ap #929-1528 Review Rd.,690-4322 Offices Rd.,Lakeshore,MA,46274,9746,5/8/1930,6/10/2013,,Drugs@FireProtectionInc.net,107724620,email,108906,Brennan Mary,38,1/28/1997,87,Credit Driven,Peat,Betzold,Main St.,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,
100063,1,1,,Driscoll,P,Garrett,Sr.,Resort Center,"P.O. Box 490, 8490 Ltd St.","P.O. Box 412, 1007 Saunders Avenue",8267 Metri St.,Berwick,FL,48685,9365,4/26/1957,11/27/2011,,Shipp.Storage@AtLaw.edu,107780857,email,28869,Franchise &,35,9/17/1998,29,Low Income Depositor,Cupkovic,Associates,Main St.,1,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,1,,,,,,,,,,,,,,,,,,,,
100064,1,1,Miss,Colt,U,Baldwin,III,Yoshida Gerald,7909 B St.,990-1224 Gem St.,"P.O. Box 565, 1342 Inc Road",Kington,ME,76311,272,5/20/1938,4/8/2013,,Co@Claudia.edu,107837094,email,112992,Esq Security,44,4/26/2010,27,Middle Income Depositor,Matthew,Co,Main St.,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,
100065,1,1,Ms.,Raymond,Q,Velazquez,Jr.,A Cpa,Ap #293-8317 Recycle St.,405-5589 Esq Av.,331-4642 Hislop Ave,Sint-Agatha-Berchem,LA,24853,1011,10/8/1993,2/1/2013,,Fox@PettinePaul.co.uk,107893331,email,105418,Hospice Inc,38,9/9/1959,40,Middle Income Depositor,Salerno,R,Main St.,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,
100066,1,1,Mrs.,Colt,O,Foster,,Berry Naturipe,Ap #266-3647 Homes Avenue,8237 & Av.,597-8718 American Street,Stratford,NY,22498,3105,12/13/1999,8/25/2011,,Brown@FrieseTheo&.org,107949568,email,47114,& Mgmt,30,11/22/1958,87,Fee Driven,Village,Wheels,Main St.,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,
100067,1,1,Mr.,Noah,Y,Pollard,III,Heating Nurses,183-6116 Midwest Avenue,"P.O. Box 456, 965 Co St.",1291 Engineering Av.,Mold,KY,53148,9428,4/27/1998,9/9/2012,,Inc.Brickman.Arthur@Kane.com,108005805,email,49966,Inc Santa,48,10/1/1989,41,Low Income Depositor,Temporary,Trust,Main St.,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,
100068,1,1,Mrs.,Hiram,N,Baker,Jr.,Hackett Peter,6248 L Ave,Ap #675-323 Co Road,"P.O. Box 388, 6005 International St.",Glastonbury,WA,23068,7825,5/20/1958,7/25/2011,,Kathleen@Service.com,108062042,email,139652,Killbride Allegro,50,8/6/2001,29,Middle Income Depositor,Hearthside,Sonos,Main St.,0,1,0,0,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,
100069,1,1,Ms.,Keane,P,Cooper,Jr.,Seating Co,834-1567 William Rd.,699-9682 8 Street,5902 Door Rd.,Builth Wells,WI,19910,1845,6/21/1947,1/18/2012,,Thomas@CoMdAssn.ca,108118279,email,57676,Pea Press,17,12/20/1964,88,Credit Driven,Quality,P,Main St.,0,1,1,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,
100070,1,1,,Xander,F,Hayes,Jr.,Inc Optical,"P.O. Box 931, 3480 Benson Rd.","P.O. Box 112, 8548 Mini Rd.",424 Mccain St.,Moelingen,ID,89597,7987,2/13/2013,2/5/2013,,Stanley.M@Franchise&.com,108174516,email,48606,Cpa Berry,34,5/1/1972,37,Low Income Depositor,Barco/chromatics,Church,Main St.,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,
100071,1,1,,Palmer,E,Martinez,Jr.,Reliable Optical,"P.O. Box 238, 9886 Franchise St.",387-3342 Rodgard Rd.,"P.O. Box 598, 5430 American St.",Nairn,MN,85043,5962,2/17/2007,6/13/2013,,Shamash.&.Sons@EsqTown.co.uk,108230753,email,200015,Cablevision Schaff,19,10/25/1990,61,Upscale,Brian,D,Main St.,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,
100072,1,1,Miss,Connor,Z,Watson,Jr.,Engineers Albers,6346 Spradling St.,895-5412 Spottswood Rd.,"P.O. Box 383, 9506 Microtel St.",Portland,MD,83777,8637,10/24/2018,12/4/2011,,Data.Ware.Development@DenisJEsq.org,108286990,email,21513,Advanced Electromagnetics,49,10/26/1992,60,Low Income Depositor,Inc,Binson,Main St.,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,
100073,1,1,,Henry,B,Mcclain,,Bashlin Industries,9056 Nylonge St.,"P.O. Box 495, 7578 Screw Ave",6338 Esq Street,Chesapeake,NM,68217,3309,7/12/2012,10/25/2011,,L@Inc.co.uk,108343227,email,214316,Monsanto Chemical,17,5/19/1960,78,Upscale,Plumbing,David,Main St.,1,0,1,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,
100074,1,1,Mr.,Holmes,B,Klein,,Ronald H,9279 Woodward Rd.,5497 A Ave,Ap #117-3345 Trucking Rd.,Livingston,OK,86009,990,11/2/2009,2/17/2012,,Dynamics@ChagrinValley.org,108399464,email,157468,Rv Pk,40,1/31/1999,37,Upscale,Gallery,And,Main St.,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,
100075,1,1,Mr.,Zahir,K,Wright,Sr.,Esq Hurley,946-1096 Monterey Rd.,"P.O. Box 214, 2380 Tilt Av.",6514 Esq Rd.,Stranraer,FL,9507,4949,7/19/2003,3/24/2012,,Historical.Society@GeorgeS.com,108455701,email,70796,Mnrl Mus,33,6/13/1999,57,Credit Driven,Welsh,Mining,Main St.,0,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,
100076,1,1,,Kelly,T,Cain,Sr.,Motors Porter,577-6514 Center Ave,"P.O. Box 248, 5570 T Rd.",470-5448 Snyder Road,Anchorage,NY,46810,3979,11/12/1953,7/7/2012,,David@&.com,108511938,email,31231,James R,47,5/11/1967,35,Low Income Depositor,Patrick,Corp,Main St.,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,
100077,1,1,Mr.,Sebastian,F,Rojas,,Inc Snyder,190-880 Norwalk Road,737-579 Lunt St.,7035 Mary St.,Omaha,ND,70747,1944,10/30/1957,6/3/2013,,Siviglia.&@TruckingDennis.org,108568175,email,240226,Midwest Wrecking,21,11/21/2012,39,Upscale,Inc,Hackett,Main St.,0,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,
100078,1,1,Mrs.,Thomas,L,Tran,III,& M,Ap #825-1174 Roche Road,178-5238 Kpff Avenue,Ap #324-9669 Daniel Av.,Almere,ID,65611,6295,12/4/1987,12/6/2011,,Play@EsqPeaPress.edu,108624412,email,94093,Awards Quik,45,5/31/2012,27,Middle Income Depositor,Storage,Inc,Main St.,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,
100079,1,1,Ms.,Hamilton,K,Conrad,Jr.,Roberts James,2264 Md Av.,943-751 Sons St.,Ap #423-7477 Services St.,'s-Hertogenbosch,HI,33662,1432,6/16/1933,5/16/2013,,Source.Wbnd@EsqLeague.ca,108680649,email,157231,Airport By,46,5/31/2009,19,Upscale,Inc,&,Main St.,0,1,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,
100080,1,1,Ms.,Amal,G,Cole,III,William Esq,Ap #180-6459 Assoc Street,529-9860 Tape Avenue,"P.O. Box 990, 2923 Oil Rd.",Racine,RI,24003,200,9/27/1965,5/27/2012,,Travel.Trust.Hamilton@Inc.ca,108736886,email,43198,Wirth John,30,11/11/1994,65,Low Income Depositor,Inc,General,Main St.,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,1,0,1,1,1,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,
100081,1,1,,Orson,Q,Boyle,Jr.,Products D,870-9780 Inc Ave,Ap #168-3038 Esq St.,Ap #887-5863 Cpa Rd.,Baie-Comeau,NM,52714,4535,10/5/2003,12/19/2012,,Inc.Precision.Electric@Stanley.edu,108793123,email,21986,Catholic University,14,4/10/2012,51,Low Income Depositor,James,Nutra,Main St.,1,1,1,0,1,0,1,0,1,0,0,1,1,1,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,
100082,1,1,Miss,Benedict,K,Austin,III,Mccain Co,9123 Wyckoff Rd.,6059 Importers St.,Ap #223-2348 C Rd.,Sint-Joost-ten-Node,NV,56712,1842,4/14/2013,9/22/2011,,Ortman@All.net,108849360,email,121626,Richard Esq,45,5/22/1991,48,Middle Market,&,Family,Main St.,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,
100083,1,1,Mrs.,Harding,G,Sexton,Sr.,Canning Co,390-5926 Hope Road,"P.O. Box 358, 7863 Studio Av.","P.O. Box 168, 3081 Rpr Street",Langholm,AK,21,4873,3/12/1977,12/3/2011,,Brown@StatMin&.com,108905597,email,230933,R &,27,11/8/1950,50,Upscale,C,Burnie,Main St.,1,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,
100084,1,1,Mr.,Raymond,S,Lloyd,Jr.,James J,7097 E St.,938-8156 Travel Rd.,"P.O. Box 367, 8793 D Avenue",Nuneaton,OR,3126,8920,3/17/2012,5/9/2012,,John.S.Tweel@IvsMediaInc.edu,108961834,email,117575,L &,43,4/7/2002,74,Middle Income Depositor,Anthony,Cert,Main St.,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,
100085,1,1,,Driscoll,R,Jackson,II,Pexco Packaging,Ap #754-9237 Savage Ave,"P.O. Box 138, 8648 Porter Avenue",149-6432 & St.,Gloucester,OR,40754,6581,10/11/2002,11/6/2011,,Channel.10.Wirth@Esq.org,109018071,email,49969,Pros For,22,10/22/1983,70,Low Income Depositor,Inc,Esq,Main St.,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,
100086,1,1,,Tyrone,W,Harding,II,Storage Company,Ap #678-1888 Ltd St.,472-8750 Esq Avenue,Ap #396-7341 Bnkr Ave,Ludlow,WY,65133,8576,8/4/1962,5/18/2013,,Growers.Cook@The.co.uk,109074308,email,156250,Baking Co,10,1/21/1968,35,Upscale,Centerville,Craft,Main St.,0,0,1,0,1,0,1,0,0,1,1,0,1,1,1,1,0,0,1,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,1,1,0,0,1,,,,,,,,,,,,,,,,,,,,
100087,1,1,Miss,Kennedy,N,Moreno,Sr.,Russell Builders,354-1009 Peacock Av.,6460 Corp St.,Ap #436-6763 Jeffrey Road,Market Drayton,AL,4705,7743,1/15/1965,4/28/2013,,Holiday@Graphics.co.uk,109130545,email,41704,Benson John,26,7/19/1977,99,Fee Driven,Snyder,Brown,Main St.,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,
100088,1,1,Miss,Alan,S,Welch,,Ward Equipment,"P.O. Box 544, 1876 Cmplt Ave",352 Quality Road,"P.O. Box 811, 3463 Mills Street",Minot,SD,8109,7361,2/3/2004,4/12/2013,,Fuhrmann.Chris@AEsq.org,109186782,email,248010,Natale L,49,12/15/1980,27,Upscale,D,Loftus,Main St.,1,0,0,1,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,
100089,1,1,Mr.,Ezekiel,V,Cohen,III,Lesher Printers,162-512 Slant Street,6564 Co Rd.,"P.O. Box 735, 8553 Khoury Street",Ammanford,ID,49809,5725,4/25/1988,10/17/2012,,A.Esq@First.ca,109243019,email,187877,Richard Esq,18,1/20/2013,96,Upscale,Edwards,Zeronda,Main St.,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,
100090,1,1,Mr.,Maxwell,P,Boyer,II,Monterey Peninsula,9663 Mcivor Road,"P.O. Box 465, 9521 Scotsman Street",170-9046 Mcintyre Av.,Armadale,SD,32180,8222,9/30/1994,4/16/2012,,Robert.I.Esq@LShermanMichael.edu,109299256,email,125262,Hobbies Bucks,17,3/21/1981,12,Middle Income Depositor,And,R,Main St.,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,
100091,1,1,Mrs.,Ethan,A,Stuart,Jr.,Martin Anthony,Ap #730-7384 Inc St.,9175 L Av.,4312 Pontoon Av.,Selkirk,VT,98895,953,7/24/2002,2/1/2012,,Cook.Vetter.Doerhoff@LtdGillisDonald.net,109355493,email,66440,Esq Guy,4,12/26/1994,27,Middle Income Depositor,Co,Arizona,Main St.,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,
100092,1,1,Mr.,Timothy,Y,Hodge,,Inc E,191-4717 Darling Ave,260-510 Manufacturing Ave,1289 River Rd.,Paradise,RI,25105,8653,1/4/1995,10/6/2012,,Safety.Direct.Inc@BensonJohn.net,109411730,email,69957,S Esq,16,9/20/1958,24,Middle Income Depositor,Teacher,Co,Main St.,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,
100093,1,1,Mr.,Oscar,E,Cruz,,& Heating,234-9472 James St.,Ap #945-4580 M Avenue,Ap #149-5592 & Ave,Jedburgh,TN,81922,4280,4/3/1984,2/10/2013,,Spottswood.William@Patrick.edu,109467967,email,91990,Judith Droz,2,10/19/1961,20,Middle Income Depositor,G,Welsh,Main St.,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,
100094,1,1,Miss,Nicholas,C,Stephenson,Jr.,Supplies Inc,"P.O. Box 316, 7717 Associates Rd.","P.O. Box 868, 102 Darling Av.",9492 Therm Av.,Pervijze,AZ,49554,5183,11/12/2017,10/21/2012,,Als.Motors.Inc@Precision.com,109524204,email,117065,Inc Acra,5,1/29/1964,24,Middle Income Depositor,8,Hoover,Main St.,0,0,1,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,
